CFV COINFUND  —  SAM MASTER LIST  |  270-Day Battle Plan (Data Quality Resolved),,,,,,,,,,,,,
"2,144 firms   |   P1: 410   |   P2: 1,339   |   P3: 395   |   Phones: all resolved   |   Est. capital at 20% conversion: $5.97B",,,,,,,,,,,,,
Rank,Priority,Firm Name,City,State,Zip,Phone,AUM,AUM Tier,Est. Commit,Territory,Status,Notes,Address
144,P1,BAIL CAPITAL LLC,PINECREST,FL,33156,(518) 810-3484,"$86,425,082",$50-100M,"$2,592,752",Associate 1,,,9360 SW 59TH AVE
145,P1,NEXTEN MANAGEMENT COMPANY LLC,HOUSTON,TX,77098,(832) 982-0226,"$85,085,000",$50-100M,"$2,552,550",Associate 1,,,2925 RICHMOND AVE.
146,P1,"JESSNICK CAPITAL MANAGEMENT,LLC",MIAMI BEACH,FL,33139,(415) 298-7798,"$85,060,969",$50-100M,"$2,551,829",Associate 1,,,929 ALTON ROAD
147,P1,"MCWHORTER VENTURES, LLC",NASHVILLE,TN,37205,(615) 633-6551,"$84,417,291",$50-100M,"$2,532,519",Associate 1,,,104 WOODMONT BLVD.
148,P1,"BLUE LAGOON ADVISORS, LLC",SUNRISE,FL,33323,(202) 669-3427,"$84,295,000",$50-100M,"$2,528,850",Associate 1,,,"1560 SAWGRASS CORPORATE PARKWAY, 4TH FLOOR"
149,P1,"FINANCIAL JUNK, LLC",BRENTWOOD,TN,37027,(615) 383-2654,"$84,216,496",$50-100M,"$2,526,495",Associate 1,,,5120 VIRGINIA WAY
150,P1,ACCIAL CAPITAL MANAGEMENT LLC,MIAMI,FL,33131,(508) 983-1498,"$84,099,581",$50-100M,"$2,522,987",Associate 1,,,801 BRICKELL AVENUE
151,P1,ECKUITY LLC,CYPRESS,TX,77433,(607) 227-5080,"$83,935,443",$50-100M,"$2,518,063",Associate 1,,,20602 BEHRENS PASS LANE
152,P1,FCA VENTURE PARTNERS VII MANAGEMENT LLC,NASHVILLE,TN,37215,(615) 963-3823,"$82,807,774",$50-100M,"$2,484,233",Associate 1,,,30 BURTON HILLS BLVD
153,P1,CERRALVO,TAMPA,FL,33602,(970) 710-0407,"$82,625,673",$50-100M,"$2,478,770",Associate 1,,,"625 E. TWIGGS STREET, SUITE 1000"
154,P1,"DATATRIBE OPPORTUNITIES MANAGEMENT, LLC",JACKSON,WY,83001,(307) 249-6998,"$82,559,843",$50-100M,"$2,476,795",Associate 1,,,160 WEST DELONEY AVE
155,P1,"LUMERITY CAPITAL MANAGEMENT, LLC",SUNNY ISLES BEACH,FL,33160,(203) 962-6478,"$82,108,222",$50-100M,"$2,463,247",Associate 1,,,323 SUNNY ISLES BLVD
156,P1,"JUVO VENTURES, LLC",SALT LAKE CITY,UT,84107,(808) 638-2530,"$82,093,413",$50-100M,"$2,462,802",Associate 1,,,4001 S 700 E
157,P1,THE STAGWELL GROUP LLC,MIAMI BEACH,FL,33139,(202) 478-4916,"$81,700,000",$50-100M,"$2,451,000",Associate 1,,,1674 MERIDIAN AVENUE
158,P1,AZURE CAPITAL PARTNERS LP,FT LAUDERDALE,FL,33301,(415) 276-5500,"$81,607,558",$50-100M,"$2,448,227",Associate 1,,,"200 E. LAS OLAS BLVD, 14TH FLOOR"
159,P1,STRATOS TECHNOLOGIES CAPITAL MANAGEMENT LLC,MIAMI,FL,33137,(214) 845-7254,"$81,480,901",$50-100M,"$2,444,427",Associate 1,,,700 NE 26TH TERRACE
160,P1,"RED OAK PARTNERS, LLC",BOCA RATON,FL,33432,(212) 614-8952,"$81,451,412",$50-100M,"$2,443,542",Associate 1,,,40 SE 5TH ST.
161,P1,KALEHUA CAPITAL MANAGEMENT LLC,DALLAS,TX,75219,(214) 225-0846,"$81,036,049",$50-100M,"$2,431,081",Associate 1,,,3819 MAPLE AVENUE
162,P1,"HX INVESTMENT ADVISOR, INC.",HOUSTON,TX,77010,(310) 425-2172,"$79,722,222",$50-100M,"$2,391,667",Associate 1,,,"701 AVENIDA DE LAS AMERICAS, #900"
163,P1,AILSA CAPITAL LLC,MIAMI,FL,33131,(786) 397-0480,"$79,693,000",$50-100M,"$2,390,790",Associate 1,,,"1000 BRICKELL AVENUE, SUITE 1015"
164,P1,MORNING CALM FUND MANAGER CORP.,BOCA RATON,FL,33431,(561) 383-2400,"$79,179,058",$50-100M,"$2,375,372",Associate 1,,,301 YAMATO ROAD
165,P1,"BRINKMERE CAPITAL MANAGEMENT I, LP",JACKSONVILLE,FL,32202,(904) 437-4560,"$79,152,903",$50-100M,"$2,374,587",Associate 1,,,ONE INDEPENDENT DRIVE
166,P1,GLOBIS CAPITAL MANAGEMENT L.P.,BOCA RATON,FL,33433,(212) 847-3248,"$78,922,335",$50-100M,"$2,367,670",Associate 1,,,7100 W. CAMINO REAL
167,P1,"ALSIS FUNDS, LLC",MIAMI,FL,33137,(305) 507-8984,"$78,840,598",$50-100M,"$2,365,218",Associate 1,,,4300 BISCAYNE BLVD
168,P1,"NCN MANAGEMENT COMPANY IV, LLC",NASHVILLE,TN,37215,(615) 454-3950,"$78,815,000",$50-100M,"$2,364,450",Associate 1,,,"3810 BEDFORD AVENUE, SUITE 110"
169,P1,GREY HELM CAPITAL,DALLAS,TX,75201,(816) 461-9222,"$78,696,050",$50-100M,"$2,360,882",Associate 1,,,"100 CRESCENT COURT,"
170,P1,"RELEVANCE CAPITAL MANAGEMENT, LLC",BRENTWOOD,TN,37027,615-373-1727 EXT 208,"$77,390,602",$50-100M,"$2,321,718",Associate 1,,,"112 WESTWOOD PLACE, SUITE 110"
171,P1,"LANTERN CAPITAL PARTNERS, L.P.",DALLAS,TX,75219,(469) 942-8342,"$76,114,020",$50-100M,"$2,283,421",Associate 1,,,3949 MAPLE AVENUE
172,P1,"C/M CAPITAL PARTNERS, LP",MIAMI,FL,33131,(201) 391-1839,"$76,060,753",$50-100M,"$2,281,823",Associate 1,,,1111 BRICKELL AVENUE
173,P1,RIDGEPEAK PARTNERS,AUSTIN,TX,78735,(314) 954-2301,"$75,754,038",$50-100M,"$2,272,621",Associate 1,,,4425 SOUTH MOPAC ROAD
174,P1,DOWLING CAPITAL PARTNERS,VERO BEACH,FL,32963,(860) 676-7377,"$75,673,059",$50-100M,"$2,270,192",Associate 1,,,660 BEACHLAND BLVD STE 201
175,P1,DAKOTA PACIFIC GLOBAL MACRO ADVISERS LP,SALT LAKE CITY,UT,84111,(801) 961-1139,"$75,447,801",$50-100M,"$2,263,434",Associate 1,,,299 SOUTH MAIN STREET
176,P1,"BRISTOL CAPITAL ADVISORS, LLC",PARK CITY,UT,84098,(435) 714-7970,"$75,000,000",$50-100M,"$2,250,000",Associate 1,,,1090 CENTER DRIVE
177,P1,HUNTER SEARCH MANAGEMENT,PARK CITY,UT,84098,(415) 308-0810,"$74,294,553",$50-100M,"$2,228,837",Associate 1,,,1389 CENTER DRIVE
178,P1,"PANDION ASSET MANAGEMENT, LP",HOUSTON,TX,77056,(281) 971-7587,"$73,961,917",$50-100M,"$2,218,858",Associate 1,,,1980 POST OAK BLVD
179,P1,FCA HEALTH INNOVATIONS II MANAGEMENT LLC,NASHVILLE,TN,37215,(615) 963-3823,"$73,926,841",$50-100M,"$2,217,805",Associate 1,,,30 BURTON HILLS BLVD
180,P1,"GENESES INVESTMENT MANAGEMENT, LLC",HOUSTON,TX,77005,(713) 240-2609,"$73,898,000",$50-100M,"$2,216,940",Associate 1,,,777 POST OAK BLVD.
181,P1,RAINTREE CAPITAL MANAGEMENT LLC,SCOTTSDALE,AZ,85260,(630) 447-2750,"$73,781,892",$50-100M,"$2,213,457",Associate 1,,,9835 E. BELL ROAD
182,P1,AFI CAPITAL PARTNERS LLC,AUSTIN,TX,78705,(818) 817-6540,"$71,705,442",$50-100M,"$2,151,163",Associate 1,,,1101 W 34TH ST.
183,P1,HAMMANA LLC,HOUSTON,TX,77019,(713) 502-6866,"$70,602,910",$50-100M,"$2,118,087",Associate 1,,,2001 KIRBY
184,P1,"ROARING BLUE LION CAPITAL MANAGEMENT, L.P.",DALLAS,TX,75209-3032,(214) 855-2430,"$70,585,785",$50-100M,"$2,117,574",Associate 1,,,4443 NEWMORE AVE
185,P1,FLINT RIDGE CAPITAL LLC,SARASOTA,FL,34236,(914) 457-0470,"$70,315,599",$50-100M,"$2,109,468",Associate 1,,,1343 MAIN STREET
186,P1,CSP ADVISOR LP,AVENTURA,FL,33180,(212) 228-1601,"$70,300,000",$50-100M,"$2,109,000",Associate 1,,,19501 WEST COUNTRY CLUB DRIVE
187,P1,"BRECK PARTNERS, LLC",DALLAS,TX,75225,(972) 953-9085,"$69,736,429",$50-100M,"$2,092,093",Associate 1,,,8117 PRESTON ROAD
188,P1,"TRAVELLER CAPITAL ADVISORS, LLC",DALLAS,TX,75219,(214) 702-5123,"$69,631,808",$50-100M,"$2,088,954",Associate 1,,,3879 MAPLE AVENUE
189,P1,ETHOS INVESTMENT MANAGEMENT LP,OREM,UT,84059,(617) 733-5962,"$69,518,509",$50-100M,"$2,085,555",Associate 1,,,730 S. SLEEPY RIDGE DR
190,P1,"BLOCKCHAIN INVESTMENT GROUP GP, LLC",MIAMI BEACH,FL,33139,(917) 288-8000,"$69,000,000",$50-100M,"$2,070,000",Associate 1,,,1688 MERIDIAN AVENUE
191,P1,"TLG CAPITAL MANAGEMENT, LLC",WEST PALM BEACH,FL,33401,(561) 945-8340,"$68,650,374",$50-100M,"$2,059,511",Associate 1,,,"515 N. FLAGLER DRIVE, SUITE 520"
192,P1,TELIS GROUP CAPITAL MANAGEMENT LLC,FORT WORTH,TX,76107,(720) 689-7900,"$68,618,699",$50-100M,"$2,058,561",Associate 1,,,316 BAILEY AVENUE
193,P1,"EAGLE CAPITAL INTERNATIONAL, LLC",FORT WORTH,TX,76107,(443) 203-8014,"$68,358,185",$50-100M,"$2,050,746",Associate 1,,,550 BAILEY AVE
194,P1,"YORK INVESTMENTS HOLDINGS, LLC",MANCHESTER,NH,3101,(603) 548-3060,"$68,109,536",$50-100M,"$2,043,286",Associate 1,,,175 CANAL STREET
195,P1,"MONTROSE LANE, LP",HOUSTON,TX,77006,(617) 301-0338,"$68,016,117",$50-100M,"$2,040,484",Associate 1,,,4306 YOAKUM BOULEVARD
196,P1,GMF REAL ESTATE LLC,MIAMI BEACH,FL,33140,(410) 394-7336,"$67,142,117",$50-100M,"$2,014,264",Associate 1,,,1674 MERIDIAN AVENUE
197,P1,VESTAPOINT LLC,WINTER PARK,FL,32789,(407) 960-7176,"$67,026,502",$50-100M,"$2,010,795",Associate 1,,,"941 WEST MORSE BOULEVARD, SUITE 100"
198,P1,WINHALL MANAGEMENT COMPANY LLC,NASHVILLE,TN,37215,(202) 213-5998,"$67,000,000",$50-100M,"$2,010,000",Associate 1,,,10 BURTON HILLS BLVD.
199,P1,"FANNIN ADVISORY, LLC",HOUSTON,TX,77027,(713) 966-5826,"$66,984,986",$50-100M,"$2,009,550",Associate 1,,,"3900 ESSEX LANE, SUITE 1200"
200,P1,"EMBREY FUND MANAGER, LLC",SAN ANTONIO,TX,78209,(210) 824-6044,"$66,959,327",$50-100M,"$2,008,780",Associate 1,,,7600 BROADWAY
201,P1,ORLANDO FUNERAL ADVISORS LLC,WINTER PARK,FL,32789,(888) 788-7526,"$66,570,225",$50-100M,"$1,997,107",Associate 1,,,"369 NORTH NEW YORK AVENUE, SUITE 300"
202,P1,"D F BURCH ADVISORS, LTD.",DALLAS,TX,75225-6316,(214) 696-1725,"$66,475,325",$50-100M,"$1,994,260",Associate 1,,,8111 PRESTON ROAD
203,P1,"RIVET VENTURES MANAGEMENT, LLC",MIAMI BEACH,FL,33139,(650) 468-7988,"$66,197,512",$50-100M,"$1,985,925",Associate 1,,,1111 LINCOLN ROAD
204,P1,"ROO CAPITAL MANAGEMENT I, LLC",COCONUT GROVE,FL,33133,(786) 322-4859,"$66,077,000",$50-100M,"$1,982,310",Associate 1,,,2601 S. BAYSHORE DRIVE
205,P1,"CARROLLTON MINERAL PARTNERS GP, LP",DALLAS,TX,75225,(214) 269-1055,"$66,017,911",$50-100M,"$1,980,537",Associate 1,,,5949 SHERRY LANE
206,P1,"EPUS GLOBAL ENERGY, LLC",FORT WORTH,TX,76108,(682) 316-8777,"$65,948,150",$50-100M,"$1,978,445",Associate 1,,,401 S JIM WRIGHT FWY
207,P1,GOFF FOCUSED STRATEGIES LLC,FORT WORTH,TX,76107,(817) 509-3964,"$65,491,169",$50-100M,"$1,964,735",Associate 1,,,3230 CAMP BOWIE BLVD
208,P1,"ENTOURAGE EFFECT CAPITAL, LLC",DALLAS,TX,75204,(469) 421-7049,"$65,171,980",$50-100M,"$1,955,159",Associate 1,,,2801 WOODSIDE STREET
209,P1,"CRP MANAGEMENT XI, LLC",OKLAHOMA CITY,OK,73118,(405) 604-9203,"$65,000,000",$50-100M,"$1,950,000",Associate 1,,,6301 WATERFORD BLVD
210,P1,"WERRUS ENERGY MANAGEMENT COMPANY, LLC",HOUSTON,TX,77002,(713) 337-4076,"$65,000,000",$50-100M,"$1,950,000",Associate 1,,,801 TRAVIS STREET
211,P1,TULLIS HEALTH INVESTORS,PALM BEACH GARDENS,FL,33408,(561) 200-3300,"$64,189,041",$50-100M,"$1,925,671",Associate 1,,,11770 U.S. HIGHWAY 1 - SUITE 503
212,P1,2.0 VENTURES ADVISER LLC,SALT LAKE CITY,UT,84121,(801) 836-4532,"$64,092,634",$50-100M,"$1,922,779",Associate 1,,,"6440 S. MILLROCK DRIVE, SUITE 550"
213,P1,BOREALIS VENTURES,HANOVER,NH,3755,(603) 643-1500,"$64,008,493",$50-100M,"$1,920,255",Associate 1,,,10 ALLEN STREET
214,P1,STEELEHARBOUR MANAGEMENT COMPANY LLC,SARASOTA,FL,34236,(917) 301-6335,"$63,326,879",$50-100M,"$1,899,806",Associate 1,,,1605 MAIN STREET - SUITE 1001
215,P1,"WACO VENTURES MANAGEMENT OPCO, LP",WACO,TX,76704,(214) 683-8007,"$62,879,844",$50-100M,"$1,886,395",Associate 1,,,100 RESEARCH PKWY.
216,P1,"SPROUT CAPITAL PARTNERS MANAGEMENT, LLC",COOPER CITY,FL,33330,(954) 579-6181,"$62,856,840",$50-100M,"$1,885,705",Associate 1,,,"12240 SW 53RD STREET, SUITE 505-506"
217,P1,"ECLIPTIC MANAGEMENT, LLC",AUSTIN,TX,78731,(415) 713-2955,"$62,646,173",$50-100M,"$1,879,385",Associate 1,,,3571 FAR WEST BLVD
218,P1,"LOMETA CAPITAL PARTNERS, INC.",SUGAR LAND,TX,77478,(832) 758-1269,"$62,150,000",$50-100M,"$1,864,500",Associate 1,,,"77 SUGAR CREEK CENTER BLVD,"
219,P1,"JAB CAPITAL MANAGEMENT, LLC",MIAMI BEACH,FL,33139,(786) 456-5987,"$62,000,000",$50-100M,"$1,860,000",Associate 1,,,"1000 FIFTH STREET, SUITE 1313"
220,P1,"PO&G ADVISORS, LLC",HOUSTON,TX,77057,(713) 244-0779,"$61,669,104",$50-100M,"$1,850,073",Associate 1,,,5847 SAN FELIPE
221,P1,"ENDURE CAPITAL MANAGEMENT, LLC",AUSTIN,TX,78730,(346) 800-7392,"$61,380,000",$50-100M,"$1,841,400",Associate 1,,,6500 RIVER PLACE BOULEVARD
222,P1,"HIGHLAND RIM CAPITAL, L.P.",NASHVILLE,TN,37215,(615) 502-5999,"$61,224,490",$50-100M,"$1,836,735",Associate 1,,,2000 RICHARD JONES RD
223,P1,"SCP MANAGERS, LLC",NORTH PORT,FL,34289,(847) 404-7509,"$61,125,703",$50-100M,"$1,833,771",Associate 1,,,2570 COMMERCE PARKWAY
224,P1,"SHD MANAGEMENT, LLC",DALLAS,TX,75231,(214) 303-1540,"$60,917,756",$50-100M,"$1,827,533",Associate 1,,,8144 WALNUT HILL LANE
225,P1,ECHELON INVESTMENT PARTNERS LP,BOCA RATON,FL,33487,(908) 546-7940,"$60,830,096",$50-100M,"$1,824,903",Associate 1,,,621 NW 53RD  STREET
226,P1,"BANYAN CAPITAL ADVISORS II, LLC",MIAMI,FL,33133,(305) 755-0376,"$60,385,764",$50-100M,"$1,811,573",Associate 1,,,ONE COCOWALK 3350 VIRGINIA STREET
227,P1,DTX VC LLC,DALLAS,TX,75205,(614) 733-4728,"$60,210,000",$50-100M,"$1,806,300",Associate 1,,,3419 WESTMINSTER AVENUE
228,P1,"JUNIPER INVESTMENT ADVISORS, LLC",SCOTTSDALE,AZ,85253,(480) 840-8414,"$59,990,072",$50-100M,"$1,799,702",Associate 1,,,8501 N. SCOTTSDALE RD.
229,P1,"ORCA CAPITAL, LLC",MIAMI,FL,33131,(614) 582-4970,"$59,953,883",$50-100M,"$1,798,616",Associate 1,,,1200 BRICKELL AVENUE
230,P1,QUAKE CAPITAL,AUSTIN,TX,78701,(737) 317-2313,"$59,435,804",$50-100M,"$1,783,074",Associate 1,,,111 CONGRESS AVENUE
231,P1,FCA VENTURE MANAGEMENT GROUP LLC,NASHVILLE,TN,37215,(615) 963-3823,"$59,363,185",$50-100M,"$1,780,896",Associate 1,,,30 BURTON HILLS BLVD
232,P1,SAND HILL ROAD TECHNOLOGIES FUND MANAGEMENT LLC,MIAMI,FL,33137,(424) 285-4529,"$58,895,695",$50-100M,"$1,766,871",Associate 1,,,201 BISCAYNE BOULEVARD
233,P1,BALERION SPACE VENTURES,DALLAS,TX,75205,(312) 802-5639,"$58,147,356",$50-100M,"$1,744,421",Associate 1,,,3317 DREXEL DRIVE
234,P1,"HORIZON FOUNDERS CAPITAL, LLC",MIAMI BEACH,FL,33109,(650) 861-9090,"$57,226,546",$50-100M,"$1,716,796",Associate 1,,,7661 FISHER ISLAND DRIVE
235,P1,FRAME VC LLC,SALT LAKE CITY,UT,84121,(801) 821-6673,"$57,126,496",$50-100M,"$1,713,795",Associate 1,,,"2755 E COTTONWOOD PARKWAY, SUITE 540"
236,P1,"MARA RIVER CAPITAL MANAGEMENT, LP",CORAL GABLES,FL,33134,(214) 478-8750,"$56,842,736",$50-100M,"$1,705,282",Associate 1,,,1 ALHAMBRA PLAZA
237,P1,"OMAHA BEACH CAPITAL, LLC",AVENTURA,FL,33180,(786) 923-0256,"$56,625,000",$50-100M,"$1,698,750",Associate 1,,,2750 NE 185TH STREET
238,P1,TORCH HILL INVESTMENT PARTNERS,SCOTTSDALE,AZ,85258,(480) 308-5119,"$56,300,000",$50-100M,"$1,689,000",Associate 1,,,7501 E MCCORMICK PARKWAY
239,P1,ELECTRIC FEEL VENTURES LLC,MIAMI,FL,33137,(308) 249-1377,"$56,167,741",$50-100M,"$1,685,032",Associate 1,,,235 NE 29TH STREET
240,P1,"GOUDY PARK MANAGEMENT, LLC",PALM BEACH,FL,33480,(312) 932-8187,"$55,907,000",$50-100M,"$1,677,210",Associate 1,,,249 QUEENS LANE
241,P1,AIF MANAGEMENT LLC,ORLANDO,FL,32814,(407) 212-2738,"$55,721,048",$50-100M,"$1,671,631",Associate 1,,,"4767 NEW BROAD STREET, SUITE 324"
242,P1,TUGBOAT VENTURES,KETCHUM,ID,83340,(208) 273-5300,"$55,601,452",$50-100M,"$1,668,044",Associate 1,,,360 EAST AVENUE NORTH
243,P1,"BLACK BEAR VALUE PARTNERS, LP",BOCA RATON,FL,33433,(786) 605-3019,"$55,431,385",$50-100M,"$1,662,942",Associate 1,,,6919 SW 18TH STREET
244,P1,COSMOS MANAGEMENT LLC,AUSTIN,TX,78701,(325) 266-0701,"$55,415,000",$50-100M,"$1,662,450",Associate 1,,,"500 W 2ND ST., SUITE 1900"
245,P1,"WHITE POST INVESTMENTS, LP",SAN ANTONIO,TX,78209,(646) 388-2414,"$54,862,001",$50-100M,"$1,645,860",Associate 1,,,4901 BROADWAY
246,P1,"BAILEY MANAGEMENT SERVICES, LLC",BRENTWOOD,TN,37027,(615) 800-7824,"$54,765,353",$50-100M,"$1,642,961",Associate 1,,,5511 VIRGINIA WAY
247,P1,"WEST MOUNTAIN, LLC",STUART,FL,34994,(772) 254-8110,"$54,570,439",$50-100M,"$1,637,113",Associate 1,,,900 S. FEDERAL HIGHWAY
248,P1,922 VENTURES,HOUSTON,TX,77054,(650) 308-8198,"$54,313,895",$50-100M,"$1,629,417",Associate 1,,,8990 KIRBY DR.
249,P1,"BAINBRIDGE CAPITAL MANAGEMENT, LLC",WELLINGTON,FL,33414,(561) 333-3669,"$54,255,000",$50-100M,"$1,627,650",Associate 1,,,"12765 W. FOREST. HILL BLVD., STE. 1307"
250,P1,"SOJE CAPITAL, LLC",MIAMI,FL,33181,(919) 680-3604,"$54,065,949",$50-100M,"$1,621,978",Associate 1,,,1801 NE 123RD STREET
251,P1,"RIVERWALK CAPITAL, LLC",SAN ANTONIO,TX,78205,(210) 865-3782,"$54,032,706",$50-100M,"$1,620,981",Associate 1,,,110 E. HOUSTON STREET
252,P1,TFG DIGITAL ASSETS LLC,NAPLES,FL,34102,(704) 907-6847,"$54,029,900",$50-100M,"$1,620,897",Associate 1,,,"1333 3RD AVENUE SOUTH, SUITE 503"
253,P1,AUSTIN VENTURES,AUSTIN,TX,78703,(512) 485-1900,"$53,557,766",$50-100M,"$1,606,733",Associate 1,,,1700 WEST 6TH STREET
254,P1,"GLENCOE LIMITED, L.L.C.",AUSTIN,TX,78744,(312) 795-6300,"$53,400,000",$50-100M,"$1,602,000",Associate 1,,,1701 DIRECTORS BOULEVARD
255,P1,MBP CAPITAL MANAGEMENT LLC,DALLAS,TX,75209,(214) 307-5881,"$53,094,199",$50-100M,"$1,592,826",Associate 1,,,7701 LEMMON AVENUE
256,P1,"ROE INVESTMENT MANAGEMENT, LLC",WESTON,FL,33326,+52-55-2888-0601,"$53,023,231",$50-100M,"$1,590,697",Associate 1,,,1792 BELL TOWER LANE
257,P1,"ZELKOVA MANAGEMENT, LLC",MIAMI BEACH,FL,33139,(212) 750-3156,"$53,000,000",$50-100M,"$1,590,000",Associate 1,,,"1111 LINCOLN ROAD, SUITE 500"
258,P1,CSR CAPITAL,DALLAS,TX,75225,(214) 380-4149,"$52,600,000",$50-100M,"$1,578,000",Associate 1,,,8333 DOUGLAS AVENUE SUITE 1650
259,P1,"CSR FUND II MANAGER, LLC",DALLAS,TX,75225,(214) 380-4149,"$52,600,000",$50-100M,"$1,578,000",Associate 1,,,8333 DOUGLAS AVENUE
260,P1,"LEO FUNDS AMERICAS, LLC",HURST,TX,76054,(817) 354-1090,"$52,455,602",$50-100M,"$1,573,668",Associate 1,,,"860 AIRPORT FREEWAY, SUITE 402"
261,P1,TREATY OAK EQUITY LLC,AUSTIN,TX,78701,(512) 980-4575,"$52,450,000",$50-100M,"$1,573,500",Associate 1,,,1012 RIO GRANDE ST
262,P1,FORUM PARTNERS INVESTMENT MANAGEMENT LLC,WEST PALM BEACH,FL,33401,(561) 515-6046,"$51,994,768",$50-100M,"$1,559,843",Associate 1,,,"THE SQUARE, 700 S ROSEMARY AVENUE"
263,P1,AJB CAPITAL MANAGERS LLC,HOLLYWOOD,FL,33020,(212) 380-1495,"$51,767,716",$50-100M,"$1,553,031",Associate 1,,,2455 HOLLYWOOD BLVD
264,P1,"ENDURANCE INVESTMENT PARTNERS, LLC",DALLAS,TX,75219,(865) 773-7557,"$51,636,426",$50-100M,"$1,549,093",Associate 1,,,3811 TURTLE CREEK BLVD
265,P1,"SHAKED CAPITAL ADVISORS, LLC",MIAMI BEACH,FL,33139,(917) 748-9638,"$51,562,384",$50-100M,"$1,546,872",Associate 1,,,1000 FIFTH STREET
266,P1,LINCOLN ROAD,MIAMI,FL,33131,(786) 209-2354,"$51,452,700",$50-100M,"$1,543,581",Associate 1,,,100 SE 2ND STREET
267,P1,"SIGNAL POINT CAPITAL MANAGEMENT, LLC",DALLAS,TX,75204,(214) 272-2503,"$50,988,274",$50-100M,"$1,529,648",Associate 1,,,3232 MCKINNEY AVENUE
268,P1,DELOACHE CAPITAL FUND MANAGER,DALLAS,TX,75201,(214) 225-3020,"$50,506,660",$50-100M,"$1,515,200",Associate 1,,,3100 MCKINNON STREET
269,P1,"COVALENCE INVESTMENT PARTNERS, L.P.",HOUSTON,TX,77057,(917) 734-7514,"$50,000,000",$50-100M,"$1,500,000",Associate 1,,,5847 SAN FELIPE ST
270,P1,"CORRIENTE ADVISORS, LLC",FORT WORTH,TX,76107,(817) 870-0400,"$49,608,429",Under $50M,"$1,488,253",Associate 1,,,1401 FOCH STREET
271,P1,PALM TREE CREW MANAGEMENT,MIAMI,FL,33139,(917) 860-2405,"$49,550,800",Under $50M,"$1,486,524",Associate 1,,,1800 BAY ROAD SUITE 201
272,P1,CARTESS INVESTMENT PARTNERS LLC,DALLAS,TX,75225,(972) 523-6492,"$49,523,926",Under $50M,"$1,485,718",Associate 1,,,5956 SHERRY LNE
273,P1,"PEGASUS HOLDINGS GROUP, LLC",PARADISE VALLEY,AZ,85253-3439,(602) 999-3541,"$49,502,569",Under $50M,"$1,485,077",Associate 1,,,6149 E. INDIAN BEND ROAD
274,P1,MODI VENTURE CAPITAL MANAGEMENT LLC,SUGAR LAND,TX,77487,(650) 200-0175,"$49,074,641",Under $50M,"$1,472,239",Associate 1,,,225 MATLAGE WAY #1778
275,P1,UNCAP MANAGER LLC,MIAMI,FL,33131,(305) 239-5669,"$48,777,107",Under $50M,"$1,463,313",Associate 1,,,"1000 BRICKELL AVE, STE 715 PMB 5111"
276,P1,"EDELWEISS, LLC",SAN ANTONIO,TX,78209,(210) 744-9966,"$48,051,383",Under $50M,"$1,441,541",Associate 1,,,3511 BROADWAY
277,P1,"LYNETT CAPITAL MANAGEMENT, LLC",JUPITER,FL,33477,(512) 730-1121,"$48,041,287",Under $50M,"$1,441,239",Associate 1,,,110 FRONT STREET
278,P1,"MERCER STREET CAPITAL PARTNERS, LLC",MIAMI,FL,33131,(646) 762-9974,"$48,000,000",Under $50M,"$1,440,000",Associate 1,,,1111 BRICKELL AVENUE
279,P1,OMNIMED CAPITAL LLC,DALLAS,TX,75225,(972) 701-5400,"$47,955,774",Under $50M,"$1,438,673",Associate 1,,,8383 PRESTON CENTER PLAZA
280,P1,"KIG INVESTMENT MANAGEMENT, LLC",KEY BISCAYNE,FL,33149,(617) 938-3443,"$47,306,492",Under $50M,"$1,419,195",Associate 1,,,260 CRANDON BOULEVARD
281,P1,COVEMARK INVESTMENT MANAGER LLC,DALLAS,TX,75252,(972) 984-0342,"$47,133,640",Under $50M,"$1,414,009",Associate 1,,,17766 PRESTON ROAD
282,P1,R01 CAPITAL MANAGER LLC,MIAMI BEACH,FL,33139,(305) 982-7994,"$47,122,208",Under $50M,"$1,413,666",Associate 1,,,1111 LINCOLN ROAD
283,P1,ACCUMULATOR MANAGEMENT II LLC,CORAL GABLES,FL,33134,(305) 813-2420,"$46,716,077",Under $50M,"$1,401,482",Associate 1,,,255 GIRALDA AVENUE
284,P1,52TEN LLC,SCOTTSDALE,AZ,85254,(480) 648-8855,"$46,556,319",Under $50M,"$1,396,690",Associate 1,,,6501 EAST GREENWAY PARKWAY
285,P1,MASTERS RESEARCH PARTNERS LLC,BOCA RATON,FL,33431,(561) 287-4650,"$46,334,479",Under $50M,"$1,390,034",Associate 1,,,2080 NW BOCA RATON BLVD
286,P1,"COUNCIL OAKS PARTNERS, LLC",AUSTIN,TX,78702,(512) 923-5370,"$46,159,489",Under $50M,"$1,384,785",Associate 1,,,1211 EAST 4TH STREET
287,P1,KLINKLOANS FUND,GILBERT,AZ,85296,(480) 721-6315,"$46,054,357",Under $50M,"$1,381,631",Associate 1,,,1094 S GILBERT RD SUITE 210
288,P1,"TEMPEST PEAK MANAGEMENT, LLC",HOUSTON,TX,77056,(832) 545-2728,"$46,000,000",Under $50M,"$1,380,000",Associate 1,,,5444 WESTHEIMER
